Date,Shelter_ID,Capacity_Beds,Occupied_Beds,Capacity_Rooms,Occupied_Rooms,Unoccupied_Beds,Unoccupied_Rooms
2023-02-17,1036,125,81,97,46,44,51
2023-02-18,1036,109,76,65,41,33,24
2023-02-19,1036,121,76,91,40,45,51
2023-02-20,1036,137,68,90,39,69,51
2023-02-21,1036,147,69,99,42,78,57
2023-02-22,1036,120,82,73,46,38,27
2023-02-23,1036,106,75,81,39,31,42
2023-02-24,1036,116,91,77,45,25,32
2023-02-25,1036,132,87,53,27,45,26
2023-02-26,1036,123,90,90,45,33,45
2023-02-27,1036,101,69,95,25,32,70
2023-02-28,1036,147,84,68,34,63,34
2023-03-01,1036,147,63,65,33,84,32
2023-03-02,1036,123,78,66,36,45,30
2023-03-03,1036,108,76,65,35,32,30
2023-03-04,1036,104,86,66,46,18,20
2023-03-05,1036,136,69,88,38,67,50
2023-03-06,1036,149,80,57,37,69,20
2023-03-07,1036,148,79,57,38,69,19
2023-03-08,1036,138,98,58,36,40,22
2023-03-09,1036,108,94,85,37,14,48
2023-03-10,1036,110,92,83,33,18,50
2023-03-11,1036,115,79,63,22,36,41
2023-03-12,1036,125,77,97,44,48,53
2023-03-13,1036,149,73,55,33,76,22
2023-03-14,1036,126,66,62,40,60,22
2023-03-15,1036,110,86,50,40,24,10
2023-03-16,1036,115,94,86,39,21,47
2023-03-17,1036,146,72,57,47,74,10
2023-03-18,1036,100,73,85,45,27,40
2023-03-19,1036,129,87,80,31,42,49
2023-03-20,1036,115,75,85,26,40,59
2023-03-21,1036,112,85,62,31,27,31
2023-03-22,1036,114,78,86,31,36,55
2023-03-23,1036,101,89,89,48,12,41
2023-03-24,1036,138,94,60,38,44,22
2023-03-25,1036,101,68,74,44,33,30
2023-03-26,1036,103,72,56,45,31,11
2023-03-27,1036,121,65,75,44,56,31
2023-03-28,1036,115,88,86,36,27,50
2023-03-29,1036,135,83,93,49,52,44
2023-03-30,1036,113,79,57,41,34,16
2023-03-31,1036,101,78,90,46,23,44
2023-04-01,1036,132,71,69,37,61,32
2023-04-02,1036,116,62,91,47,54,44
2023-04-03,1036,112,85,77,46,27,31
2023-04-04,1036,127,75,80,41,52,39
2023-04-05,1036,128,100,70,45,28,25
2023-04-06,1036,120,94,66,27,26,39
2023-04-07,1036,119,89,82,46,30,36
2023-04-08,1036,147,72,56,34,75,22
2023-04-09,1036,100,80,54,43,20,11
2023-04-10,1036,145,71,51,41,74,10
2023-04-11,1036,103,86,71,36,17,35
2023-04-12,1036,113,69,94,33,44,61
2023-04-13,1036,150,86,63,34,64,29
2023-04-14,1036,106,82,88,27,24,61
2023-04-15,1036,109,71,85,36,38,49
2023-04-16,1036,108,73,90,42,35,48
2023-04-17,1036,100,80,93,52,20,41
2023-04-18,1036,134,90,64,46,44,18
2023-04-19,1036,120,95,58,39,25,19
2023-04-20,1036,118,80,91,31,38,60
2023-04-21,1036,141,96,66,34,45,32
2023-04-22,1036,124,76,85,42,48,43
2023-04-23,1036,146,81,99,40,65,59
2023-04-24,1036,142,68,75,38,74,37
2023-04-25,1036,140,73,55,52,67,3
2023-04-26,1036,115,85,55,38,30,17
2023-04-27,1036,116,88,99,41,28,58
2023-04-28,1036,123,86,84,40,37,44
2023-04-29,1036,127,73,76,51,54,25
2023-04-30,1036,109,67,62,40,42,22
2023-05-01,1036,135,85,85,46,50,39
2023-05-02,1036,138,89,71,50,49,21
2023-05-03,1036,115,88,73,40,27,33
2023-05-04,1036,120,94,66,42,26,24
2023-05-05,1036,150,80,54,43,70,11
2023-05-06,1036,123,87,68,42,36,26
2023-05-07,1036,148,75,61,41,73,20
2023-05-08,1036,150,73,75,40,77,35
2023-05-09,1036,121,73,54,34,48,20
2023-05-10,1036,106,75,90,42,31,48
2023-05-11,1036,133,74,88,34,59,54
2023-05-12,1036,102,73,62,49,29,13
2023-05-13,1036,148,85,91,38,63,53
2023-05-14,1036,102,64,82,28,38,54
2023-05-15,1036,132,73,90,38,59,52
2023-05-16,1036,148,80,57,38,68,19
2023-05-17,1036,111,73,89,43,38,46
2023-05-18,1036,106,78,58,34,28,24
2023-05-19,1036,125,97,85,40,28,45
2023-05-20,1036,115,81,90,33,34,57
2023-05-21,1036,102,69,50,46,33,4
2023-05-22,1036,110,77,64,53,33,11
2023-05-23,1036,112,66,90,40,46,50
2023-05-24,1036,110,74,71,50,36,21
2023-05-25,1036,144,80,67,37,64,30
2023-05-26,1036,142,95,92,49,47,43
2023-05-27,1036,140,74,50,41,66,9
2023-05-28,1036,142,66,64,33,76,31
2023-05-29,1036,143,88,87,46,55,41
2023-05-30,1036,136,85,97,27,51,70
2023-05-31,1036,121,73,71,39,48,32
2023-06-01,1036,102,72,94,45,30,49
2023-06-02,1036,133,85,57,34,48,23
2023-06-03,1036,109,89,65,41,20,24
2023-06-04,1036,100,98,95,41,2,54
2023-06-05,1036,118,77,76,45,41,31
2023-06-06,1036,110,80,53,41,30,12
2023-06-07,1036,137,76,60,35,61,25
2023-06-08,1036,138,66,64,46,72,18
2023-06-09,1036,103,74,78,28,29,50
2023-06-10,1036,136,86,53,46,50,7
2023-06-11,1036,107,77,81,41,30,40
2023-06-12,1036,106,85,61,44,21,17
2023-06-13,1036,128,77,91,39,51,52
2023-06-14,1036,141,77,80,45,64,35
2023-06-15,1036,146,70,84,41,76,43
2023-06-16,1036,143,78,64,33,65,31
2023-06-17,1036,112,76,75,33,36,42
2023-06-18,1036,147,96,81,43,51,38
2023-06-19,1036,115,83,69,40,32,29
2023-06-20,1036,119,91,72,36,28,36
2023-06-21,1036,140,88,91,42,52,49
2023-06-22,1036,138,74,97,42,64,55
2023-06-23,1036,138,77,57,44,61,13
2023-06-24,1036,127,77,80,53,50,27
2023-06-25,1036,115,87,68,36,28,32
2023-06-26,1036,134,83,56,40,51,16
2023-06-27,1036,113,79,91,43,34,48
2023-06-28,1036,121,82,54,39,39,15
2023-06-29,1036,146,83,80,49,63,31
2023-06-30,1036,110,77,85,42,33,43
2023-07-01,1036,123,71,65,43,52,22
2023-07-02,1036,138,96,76,39,42,37
2023-07-03,1036,136,95,97,30,41,67
2023-07-04,1036,117,66,70,46,51,24
2023-07-05,1036,138,81,79,42,57,37
2023-07-06,1036,141,78,60,43,63,17
2023-07-07,1036,150,77,60,39,73,21
2023-07-08,1036,110,78,66,37,32,29
2023-07-09,1036,149,76,75,38,73,37
2023-07-10,1036,127,94,64,38,33,26
2023-07-11,1036,108,83,100,30,25,70
2023-07-12,1036,111,69,51,36,42,15
2023-07-13,1036,116,77,95,35,39,60
2023-07-14,1036,107,88,61,37,19,24
2023-07-15,1036,114,84,72,48,30,24
2023-07-16,1036,126,84,63,35,42,28
2023-07-17,1036,142,74,62,42,68,20
2023-07-18,1036,118,66,73,40,52,33
2023-07-19,1036,127,85,50,46,42,4
2023-07-20,1036,149,78,78,30,71,48
2023-07-21,1036,146,88,51,33,58,18
2023-07-22,1036,100,76,52,41,24,11
2023-07-23,1036,123,80,83,40,43,43
2023-07-24,1036,133,92,74,38,41,36
2023-07-25,1036,119,78,91,31,41,60
2023-07-26,1036,129,65,99,42,64,57
2023-07-27,1036,101,89,70,35,12,35
2023-07-28,1036,139,78,98,30,61,68
2023-07-29,1036,122,65,88,32,57,56
2023-07-30,1036,109,82,95,40,27,55
2023-07-31,1036,123,72,76,43,51,33
2023-08-01,1036,133,81,78,36,52,42
2023-08-02,1036,115,89,85,39,26,46
2023-08-03,1036,123,65,84,34,58,50
2023-08-04,1036,117,84,56,44,33,12
2023-08-05,1036,117,88,98,34,29,64
2023-08-06,1036,129,73,64,44,56,20
2023-08-07,1036,101,78,95,45,23,50
2023-08-08,1036,122,71,52,45,51,7
2023-08-09,1036,149,70,99,38,79,61
2023-08-10,1036,140,80,55,43,60,12
2023-08-11,1036,141,72,53,36,69,17
2023-08-12,1036,119,73,71,35,46,36
2023-08-13,1036,135,85,96,35,50,61
2023-08-14,1036,108,74,95,43,34,52
2023-08-15,1036,117,79,81,38,38,43
2023-08-16,1036,133,81,58,39,52,19
2023-08-17,1036,108,83,79,32,25,47
2023-08-18,1036,144,96,70,42,48,28
2023-08-19,1036,109,93,60,41,16,19
2023-08-20,1036,103,79,95,45,24,50
2023-08-21,1036,129,79,71,32,50,39
2023-08-22,1036,121,72,60,38,49,22
2023-08-23,1036,122,81,51,37,41,14
2023-08-24,1036,141,84,69,42,57,27
2023-08-25,1036,114,73,82,25,41,57
2023-08-26,1036,150,72,61,36,78,25
2023-08-27,1036,100,65,65,39,35,26
2023-08-28,1036,105,79,55,42,26,13
2023-08-29,1036,118,81,97,53,37,44
2023-08-30,1036,148,79,93,61,69,32
2023-08-31,1036,114,88,62,37,26,25
2023-09-01,1036,144,92,82,38,52,44
2023-09-02,1036,140,79,84,43,61,41
2023-09-03,1036,124,81,79,42,43,37
2023-09-04,1036,110,94,67,41,16,26
2023-09-05,1036,127,100,94,34,27,60
2023-09-06,1036,104,79,88,44,25,44
2023-09-07,1036,136,72,96,32,64,64
2023-09-08,1036,138,90,60,38,48,22
2023-09-09,1036,128,76,69,39,52,30
2023-09-10,1036,107,83,51,47,24,4
2023-09-11,1036,133,85,63,40,48,23
2023-09-12,1036,119,80,52,45,39,7
2023-09-13,1036,131,79,77,43,52,34
2023-09-14,1036,107,71,55,43,36,12
2023-09-15,1036,106,73,74,38,33,36
2023-09-16,1036,113,63,80,37,50,43
2023-09-17,1036,125,70,80,40,55,40
2023-09-18,1036,106,77,94,40,29,54
2023-09-19,1036,143,94,50,41,49,9
2023-09-20,1036,107,77,50,47,30,3
2023-09-21,1036,131,70,58,41,61,17
2023-09-22,1036,112,81,51,44,31,7
2023-09-23,1036,113,77,100,38,36,62
2023-09-24,1036,133,87,89,42,46,47
2023-09-25,1036,149,78,72,45,71,27
2023-09-26,1036,120,72,87,31,48,56
2023-09-27,1036,121,79,64,33,42,31
2023-09-28,1036,143,93,78,36,50,42
2023-09-29,1036,106,93,58,44,13,14
2023-09-30,1036,110,99,100,36,11,64
2023-10-01,1036,130,82,63,39,48,24
2023-10-02,1036,102,69,76,39,33,37
2023-10-03,1036,140,90,59,48,50,11
2023-10-04,1036,100,81,78,47,19,31
2023-10-05,1036,119,84,64,32,35,32
2023-10-06,1036,121,85,82,31,36,51
2023-10-07,1036,119,78,73,46,41,27
2023-10-08,1036,102,80,68,39,22,29
2023-10-09,1036,136,79,83,37,57,46
2023-10-10,1036,123,67,78,43,56,35
2023-10-11,1036,120,75,100,42,45,58
2023-10-12,1036,101,74,86,37,27,49
2023-10-13,1036,105,75,93,30,30,63
2023-10-14,1036,138,83,69,31,55,38
2023-10-15,1036,124,83,76,38,41,38
2023-10-16,1036,122,71,75,43,51,32
2023-10-17,1036,125,89,92,43,36,49
2023-10-18,1036,148,96,53,52,52,1
2023-10-19,1036,149,80,95,36,69,59
2023-10-20,1036,105,71,86,44,34,42
2023-10-21,1036,136,83,62,43,53,19
2023-10-22,1036,104,81,95,43,23,52
2023-10-23,1036,123,83,71,37,40,34
2023-10-24,1036,116,90,100,38,26,62
2023-10-25,1036,106,98,85,39,8,46
2023-10-26,1036,115,59,60,36,56,24
2023-10-27,1036,138,61,93,41,77,52
2023-10-28,1036,134,68,68,34,66,34
2023-10-29,1036,105,83,66,39,22,27
2023-10-30,1036,118,83,91,41,35,50
2023-10-31,1036,120,76,97,33,44,64
2023-11-01,1036,137,94,80,36,43,44
2023-11-02,1036,143,78,81,33,65,48
2023-11-03,1036,117,79,66,34,38,32
2023-11-04,1036,130,91,87,30,39,57
2023-11-05,1036,149,74,53,43,75,10
2023-11-06,1036,117,73,87,37,44,50
2023-11-07,1036,129,86,97,43,43,54
2023-11-08,1036,134,69,86,35,65,51
2023-11-09,1036,124,86,91,47,38,44
2023-11-10,1036,118,70,95,25,48,70
2023-11-11,1036,116,79,95,36,37,59
2023-11-12,1036,132,80,60,28,52,32
2023-11-13,1036,102,80,52,41,22,11
2023-11-14,1036,103,84,71,49,19,22
2023-11-15,1036,137,68,86,47,69,39
2023-11-16,1036,114,92,87,34,22,53
2023-11-17,1036,111,87,76,41,24,35
2023-11-18,1036,136,82,75,51,54,24
2023-11-19,1036,133,58,86,35,75,51
2023-11-20,1036,101,93,72,37,8,35
2023-11-21,1036,112,76,84,39,36,45
2023-11-22,1036,142,65,73,49,77,24
2023-11-23,1036,129,85,73,38,44,35
2023-11-24,1036,101,72,84,34,29,50
2023-11-25,1036,119,79,82,40,40,42
2023-11-26,1036,124,88,55,37,36,18
2023-11-27,1036,136,83,56,33,53,23
2023-11-28,1036,131,88,66,31,43,35
2023-11-29,1036,110,67,67,38,43,29
2023-11-30,1036,105,66,80,45,39,35
2023-12-01,1036,102,72,78,36,30,42
2023-12-02,1036,128,65,75,38,63,37
2023-12-03,1036,148,87,79,42,61,37
2023-12-04,1036,131,74,90,38,57,52
2023-12-05,1036,135,82,95,46,53,49
2023-12-06,1036,109,89,51,29,20,22
2023-12-07,1036,116,90,96,45,26,51
2023-12-08,1036,126,74,84,39,52,45
2023-12-09,1036,101,71,96,50,30,46
2023-12-10,1036,101,99,60,50,2,10
2023-12-11,1036,123,87,72,37,36,35
2023-12-12,1036,107,66,62,40,41,22
2023-12-13,1036,125,84,65,45,41,20
2023-12-14,1036,129,92,64,39,37,25
2023-12-15,1036,128,76,69,33,52,36
2023-12-16,1036,107,87,75,36,20,39
2023-12-17,1036,100,63,86,55,37,31
2023-12-18,1036,143,72,81,37,71,44
2023-12-19,1036,134,81,99,33,53,66
2023-12-20,1036,108,87,56,45,21,11
2023-12-21,1036,141,84,82,43,57,39
2023-12-22,1036,126,100,96,38,26,58
2023-12-23,1036,130,73,91,39,57,52
2023-12-24,1036,118,83,80,31,35,49
2023-12-25,1036,133,72,100,25,61,75
2023-12-26,1036,143,78,75,42,65,33
2023-12-27,1036,114,72,78,41,42,37
2023-12-28,1036,133,82,66,44,51,22
2023-12-29,1036,112,81,64,41,31,23
2023-12-30,1036,135,78,66,35,57,31
2023-12-31,1036,142,70,53,48,72,5
2023-01-01,1037,127,74,60,47,53,13
2023-01-02,1037,111,78,67,42,33,25
2023-01-03,1037,110,81,62,36,29,26
2023-01-04,1037,147,81,92,32,66,60
2023-01-05,1037,139,90,94,38,49,56
2023-01-06,1037,104,77,93,46,27,47
2023-01-07,1037,124,70,63,55,54,8
2023-01-08,1037,139,89,52,42,50,10
2023-01-09,1037,118,68,70,44,50,26
2023-01-10,1037,114,96,93,31,18,62
2023-01-11,1037,126,73,61,40,53,21
2023-01-12,1037,117,74,50,37,43,13
2023-01-13,1037,137,92,73,37,45,36
2023-01-14,1037,110,82,90,45,28,45
2023-01-15,1037,102,68,96,41,34,55
2023-01-16,1037,140,96,68,45,44,23
2023-01-17,1037,124,70,100,33,54,67
2023-01-18,1037,116,80,63,34,36,29
2023-01-19,1037,121,68,83,47,53,36
2023-01-20,1037,140,96,58,35,44,23
2023-01-21,1037,107,63,84,40,44,44
2023-01-22,1037,138,81,85,28,57,57
2023-01-23,1037,145,90,100,34,55,66
2023-01-24,1037,108,68,92,40,40,52
2023-01-25,1037,105,84,81,43,21,38
2023-01-26,1037,100,77,66,40,23,26
2023-01-27,1037,108,77,85,49,31,36
2023-01-28,1037,149,66,97,39,83,58
2023-01-29,1037,136,87,65,36,49,29
2023-01-30,1037,136,86,75,43,50,32
2023-01-31,1037,121,81,51,37,40,14
2023-02-01,1037,127,84,82,32,43,50
2023-02-02,1037,142,80,90,44,62,46
2023-02-03,1037,111,78,52,45,33,7
2023-02-04,1037,148,86,63,47,62,16
2023-02-05,1037,107,81,100,44,26,56
2023-02-06,1037,123,82,68,31,41,37
2023-02-07,1037,123,82,81,53,41,28
2023-02-08,1037,123,76,89,47,47,42
2023-02-09,1037,108,73,99,47,35,52
2023-02-10,1037,150,95,55,43,55,12
2023-02-11,1037,100,86,90,38,14,52
2023-02-12,1037,145,82,72,37,63,35
2023-02-13,1037,107,82,99,42,25,57
2023-02-14,1037,119,83,78,38,36,40
2023-02-15,1037,127,83,54,34,44,20
2023-02-16,1037,139,73,87,35,66,52
2023-02-17,1037,101,93,75,45,8,30
2023-02-18,1037,108,71,57,41,37,16
2023-02-19,1037,137,73,51,41,64,10
2023-02-20,1037,116,83,88,43,33,45
2023-02-21,1037,104,70,62,39,34,23
2023-02-22,1037,144,88,99,35,56,64
2023-02-23,1037,114,77,81,39,37,42
2023-02-24,1037,137,88,76,37,49,39
2023-02-25,1037,123,96,77,43,27,34
2023-02-26,1037,111,67,86,42,44,44
2023-02-27,1037,133,82,68,49,51,19
2023-02-28,1037,105,81,93,49,24,44
2023-03-01,1037,128,81,54,37,47,17
2023-03-02,1037,108,74,77,30,34,47
2023-03-03,1037,127,62,72,46,65,26
2023-03-04,1037,118,100,77,46,18,31
2023-03-05,1037,140,91,79,35,49,44
2023-03-06,1037,135,80,79,45,55,34
2023-03-07,1037,139,72,88,47,67,41
2023-03-08,1037,118,84,96,31,34,65
2023-03-09,1037,138,74,75,31,64,44
2023-03-10,1037,130,76,93,41,54,52
2023-03-11,1037,108,92,77,46,16,31
2023-03-12,1037,128,82,79,41,46,38
2023-03-13,1037,119,85,99,42,34,57
2023-03-14,1037,128,94,78,42,34,36
2023-03-15,1037,145,79,58,32,66,26
2023-03-16,1037,108,72,70,32,36,38
2023-03-17,1037,110,83,82,31,27,51
2023-03-18,1037,142,92,51,32,50,19
2023-03-19,1037,138,69,62,29,69,33
2023-03-20,1037,133,76,89,47,57,42
2023-03-21,1037,111,60,78,34,51,44
2023-03-22,1037,146,96,60,26,50,34
2023-03-23,1037,105,75,96,46,30,50
2023-03-24,1037,139,95,88,41,44,47
2023-03-25,1037,103,82,93,30,21,63
2023-03-26,1037,118,85,54,44,33,10
2023-03-27,1037,101,105,54,47,-4,7
2023-03-28,1037,115,75,52,40,40,12
2023-03-29,1037,148,77,66,38,71,28
2023-03-30,1037,128,53,88,43,75,45
2023-03-31,1037,124,71,98,54,53,44
2023-04-01,1037,120,62,93,36,58,57
2023-04-02,1037,133,81,66,47,52,19
2023-04-03,1037,119,77,55,41,42,14
2023-04-04,1037,106,84,55,44,22,11
2023-04-05,1037,108,91,75,36,17,39
2023-04-06,1037,124,72,73,45,52,28
2023-04-07,1037,130,78,53,50,52,3
2023-04-08,1037,118,88,61,33,30,28
2023-04-09,1037,104,93,66,41,11,25
2023-04-10,1037,115,73,59,41,42,18
2023-04-11,1037,148,76,95,42,72,53
2023-04-12,1037,110,95,70,47,15,23
2023-04-13,1037,137,85,59,44,52,15
2023-04-14,1037,112,87,92,31,25,61
2023-04-15,1037,103,78,94,43,25,51
2023-04-16,1037,111,87,59,46,24,13
2023-04-17,1037,128,81,89,32,47,57
2023-04-18,1037,112,71,53,46,41,7
2023-04-19,1037,147,68,96,36,79,60
2023-04-20,1037,119,69,72,38,50,34
2023-04-21,1037,131,79,85,39,52,46
2023-04-22,1037,130,97,95,39,33,56
2023-04-23,1037,143,81,79,29,62,50
2023-04-24,1037,149,85,72,29,64,43
2023-04-25,1037,130,97,52,47,33,5
2023-04-26,1037,140,75,70,40,65,30
2023-04-27,1037,140,69,88,33,71,55
2023-04-28,1037,120,88,86,43,32,43
2023-04-29,1037,133,89,70,50,44,20
2023-04-30,1037,131,91,99,47,40,52
2023-05-01,1037,146,87,97,38,59,59
2023-05-02,1037,121,68,90,24,53,66
2023-05-03,1037,146,95,64,40,51,24
2023-05-04,1037,122,75,65,42,47,23
2023-05-05,1037,128,79,75,44,49,31
2023-05-06,1037,132,88,67,31,44,36
2023-05-07,1037,102,77,50,40,25,10
2023-05-08,1037,133,88,99,42,45,57
2023-05-09,1037,148,91,67,45,57,22
2023-05-10,1037,104,71,94,43,33,51
2023-05-11,1037,139,52,52,42,87,10
2023-05-12,1037,118,80,77,39,38,38
2023-05-13,1037,146,76,88,33,70,55
2023-05-14,1037,115,79,82,45,36,37
2023-05-15,1037,100,77,66,51,23,15
2023-05-16,1037,127,81,93,45,46,48
2023-05-17,1037,126,61,57,30,65,27
2023-05-18,1037,149,54,68,37,95,31
2023-05-19,1037,142,91,76,43,51,33
2023-05-20,1037,140,72,98,40,68,58
2023-05-21,1037,140,79,83,32,61,51
2023-05-22,1037,111,53,70,39,58,31
2023-05-23,1037,108,80,84,33,28,51
2023-05-24,1037,123,85,91,46,38,45
2023-05-25,1037,113,91,93,45,22,48
2023-05-26,1037,107,68,56,45,39,11
2023-05-27,1037,131,57,83,43,74,40
2023-05-28,1037,100,104,65,47,-4,18
2023-05-29,1037,138,75,74,51,63,23
2023-05-30,1037,136,100,97,40,36,57
2023-05-31,1037,115,75,66,50,40,16
2023-06-01,1037,117,93,82,56,24,26
2023-06-02,1037,125,70,56,40,55,16
2023-06-03,1037,102,84,62,34,18,28
2023-06-04,1037,110,80,65,32,30,33
2023-06-05,1037,121,82,77,35,39,42
2023-06-06,1037,111,98,86,39,13,47
2023-06-07,1037,128,64,81,43,64,38
2023-06-08,1037,139,79,97,40,60,57
2023-06-09,1037,129,77,55,51,52,4
2023-06-10,1037,106,78,57,46,28,11
2023-06-11,1037,106,97,95,42,9,53
2023-06-12,1037,102,77,80,36,25,44
2023-06-13,1037,142,77,86,26,65,60
2023-06-14,1037,130,86,88,43,44,45
2023-06-15,1037,117,82,77,39,35,38
2023-06-16,1037,137,75,69,31,62,38
2023-06-17,1037,140,82,75,51,58,24
2023-06-18,1037,140,83,91,38,57,53
2023-06-19,1037,116,94,68,52,22,16
2023-06-20,1037,147,90,68,26,57,42
2023-06-21,1037,110,79,65,45,31,20
2023-06-22,1037,112,81,94,47,31,47
2023-06-23,1037,104,80,100,33,24,67
2023-06-24,1037,132,91,93,39,41,54
2023-06-25,1037,116,92,100,56,24,44
2023-06-26,1037,130,76,55,43,54,12
2023-06-27,1037,125,65,58,42,60,16
2023-06-28,1037,125,105,87,55,20,32
2023-06-29,1037,103,83,54,37,20,17
2023-06-30,1037,137,66,77,39,71,38
2023-07-01,1037,109,76,67,47,33,20
2023-07-02,1037,106,72,77,63,34,14
2023-07-03,1037,123,78,69,33,45,36
2023-07-04,1037,125,82,91,34,43,57
2023-07-05,1037,145,69,81,47,76,34
2023-07-06,1037,144,68,63,43,76,20
2023-07-07,1037,116,82,81,38,34,43
2023-07-08,1037,138,69,84,43,69,41
2023-07-09,1037,126,61,57,42,65,15
2023-07-10,1037,116,74,65,32,42,33
2023-07-11,1037,129,76,91,39,53,52
2023-07-12,1037,138,88,72,41,50,31
2023-07-13,1037,123,70,76,37,53,39
2023-07-14,1037,145,83,59,47,62,12
2023-07-15,1037,119,86,98,43,33,55
2023-07-16,1037,128,53,64,35,75,29
2023-07-17,1037,132,73,87,54,59,33
2023-07-18,1037,101,72,75,31,29,44
2023-07-19,1037,105,77,64,47,28,17
2023-07-20,1037,114,89,88,34,25,54
2023-07-21,1037,118,75,100,42,43,58
2023-07-22,1037,138,88,72,36,50,36
2023-07-23,1037,138,71,54,50,67,4
2023-07-24,1037,147,71,67,35,76,32
2023-07-25,1037,129,79,91,34,50,57
2023-07-26,1037,144,92,70,47,52,23
2023-07-27,1037,124,66,54,38,58,16
2023-07-28,1037,141,87,50,34,54,16
2023-07-29,1037,137,76,83,38,61,45
2023-07-30,1037,113,81,73,39,32,34
2023-07-31,1037,123,78,98,36,45,62
2023-08-01,1037,109,88,58,37,21,21
2023-08-02,1037,106,94,97,35,12,62
2023-08-03,1037,146,75,75,51,71,24
2023-08-04,1037,126,63,80,45,63,35
2023-08-05,1037,119,81,98,40,38,58
2023-08-06,1037,119,83,88,26,36,62
2023-08-07,1037,110,85,57,40,25,17
2023-08-08,1037,149,86,85,46,63,39
2023-08-09,1037,147,76,96,48,71,48
2023-08-10,1037,118,91,68,36,27,32
2023-08-11,1037,143,86,89,37,57,52
2023-08-12,1037,114,79,77,35,35,42
2023-08-13,1037,138,103,68,46,35,22
2023-08-14,1037,129,79,88,42,50,46
2023-08-15,1037,113,86,72,38,27,34
2023-08-16,1037,100,80,62,47,20,15
2023-08-17,1037,120,72,78,42,48,36
2023-08-18,1037,117,70,70,41,47,29
2023-08-19,1037,136,92,75,33,44,42
2023-08-20,1037,128,80,60,31,48,29
2023-08-21,1037,130,71,84,36,59,48
2023-08-22,1037,123,69,69,45,54,24
2023-08-23,1037,141,81,68,47,60,21
2023-08-24,1037,115,74,99,50,41,49
2023-08-25,1037,109,90,89,35,19,54
2023-08-26,1037,146,78,99,41,68,58
2023-08-27,1037,146,76,55,40,70,15
2023-08-28,1037,150,75,80,39,75,41
2023-08-29,1037,131,75,87,33,56,54
2023-08-30,1037,139,74,100,48,65,52
2023-08-31,1037,111,69,65,35,42,30
2023-09-01,1037,125,80,91,44,45,47
2023-09-02,1037,105,78,50,41,27,9
2023-09-03,1037,107,63,72,51,44,21
2023-09-04,1037,128,88,97,44,40,53
2023-09-05,1037,109,92,88,34,17,54
2023-09-06,1037,143,92,72,41,51,31
2023-09-07,1037,126,87,84,35,39,49
2023-09-08,1037,116,82,50,39,34,11
2023-09-09,1037,130,74,68,38,56,30
2023-09-10,1037,140,73,99,38,67,61
2023-09-11,1037,141,88,98,32,53,66
2023-09-12,1037,110,70,67,40,40,27
2023-09-13,1037,106,82,86,37,24,49
2023-09-14,1037,128,77,98,37,51,61
2023-09-15,1037,119,82,69,36,37,33
2023-09-16,1037,137,85,65,39,52,26
2023-09-17,1037,133,76,77,37,57,40
2023-09-18,1037,125,85,56,49,40,7
2023-09-19,1037,103,66,58,38,37,20
2023-09-20,1037,103,71,68,37,32,31
2023-09-21,1037,110,88,68,38,22,30
2023-09-22,1037,104,74,71,34,30,37
2023-09-23,1037,106,82,59,30,24,29
2023-09-24,1037,119,85,99,33,34,66
2023-09-25,1037,136,78,62,35,58,27
2023-09-26,1037,125,108,75,49,17,26
2023-09-27,1037,134,79,99,27,55,72
2023-09-28,1037,140,74,85,40,66,45
2023-09-29,1037,103,81,54,39,22,15
2023-09-30,1037,131,81,95,40,50,55
2023-10-01,1037,102,94,89,43,8,46
2023-10-02,1037,107,82,88,50,25,38
2023-10-03,1037,136,85,53,39,51,14
2023-10-04,1037,138,84,96,31,54,65
2023-10-05,1037,137,88,50,42,49,8
2023-10-06,1037,145,98,50,43,47,7
2023-10-07,1037,108,70,81,27,38,54
2023-10-08,1037,111,90,88,48,21,40
2023-10-09,1037,143,67,71,36,76,35
2023-10-10,1037,128,82,71,36,46,35
2023-10-11,1037,101,71,61,35,30,26
2023-10-12,1037,122,65,95,35,57,60
2023-10-13,1037,149,81,81,42,68,39
2023-10-14,1037,126,76,56,46,50,10
2023-10-15,1037,104,86,67,38,18,29
2023-10-16,1037,142,91,61,53,51,8
2023-10-17,1037,115,83,90,31,32,59
2023-10-18,1037,130,91,99,27,39,72
2023-10-19,1037,138,82,97,41,56,56
2023-10-20,1037,122,90,56,40,32,16
2023-10-21,1037,140,70,56,39,70,17
2023-10-22,1037,117,79,79,39,38,40
2023-10-23,1037,137,91,98,34,46,64
2023-10-24,1037,150,70,76,54,80,22
2023-10-25,1037,129,96,52,45,33,7
2023-10-26,1037,141,77,74,35,64,39
2023-10-27,1037,113,92,73,40,21,33
2023-10-28,1037,119,64,89,43,55,46
2023-10-29,1037,113,93,68,47,20,21
2023-10-30,1037,105,62,70,42,43,28
2023-10-31,1037,122,77,55,36,45,19
2023-11-01,1037,102,77,54,32,25,22
2023-11-02,1037,124,94,82,42,30,40
2023-11-03,1037,105,81,99,41,24,58
2023-11-04,1037,137,83,91,26,54,65
2023-11-05,1037,125,75,97,35,50,62
2023-11-06,1037,146,80,57,35,66,22
2023-11-07,1037,137,70,56,32,67,24
2023-11-08,1037,116,70,66,29,46,37
2023-11-09,1037,102,76,92,47,26,45
2023-11-10,1037,109,77,93,45,32,48
2023-11-11,1037,103,65,77,39,38,38
